word,sentence
whining,Stop whining.
repairs,What's happening with the repairs?
positively,Positively.
await,Await instructions.
transmitter,It's a transmitter.
handing,"Shit, charging a man with murder in this place was like handing out speeding tickets at the Indy 500."
wesley,Wesley.
permanently,Permanently.
thrust,Thrust!
oxford,Oxford.
housing,No housing shortage around here.
battlefield,It's a battlefield.
shankar,Shankar!
finn,Finn!
michael's,I have Michael's heart.
hideous,It's hideous.
offence,No offence.
volcano,Volcano.
colours,Your veil has 9 colours.
stash,Grab that cash with both hands and make a stash
coats,May I take your coats?
momma,Momma!
finals,Finals.
nursery,And up in the nursery An absurd little bird
moustache,Moustache.
maxwell,Maxwell.
resignation,My resignation.
torpedo,Torpedo!
picard,Picard out.
smokes,Holy smokes!
milan,Milan.
julius,Julius!
nicest,That's the nicest thing you've ever said to me.
figuring,I've been figuring.
tanya,Tanya.
greene,Dr. Greene?
slug,"Take a slug of this, Captain."
john's,John's right.
mirrors,It mirrors only starlight and moonlight.
bridget,Bridget.
ajay,Ajay!
publish,You want to publish this?
collector,I'm a collector.
doorbell,doorbell rings
repeating,You're repeating yourself.
alec,Alec!
speeches,No speeches.
andrews,Mr. Andrews?
terrace,On the terrace.
strangely,This looks strangely familiar.
instructor,Instructor!
moose,Moose.
elephants,Elephants?
layer,He was a carpet layer for Jordan Marsh.
freeway,Freeway!
tipped,Who tipped you off?
frustrated,"Frustrated, Incorporated"
villages,They do not come to destroy Rohan's crops or villages.
cement,Cement.
sew,"Sew, a needle pulling thread"
yum,Yum.
ungrateful,You ungrateful bastard!
legacy,Your father left us nothing but a legacy of bad debts hidden by a good name.
tigers,Tigers!
ronald,Ronald.
sacrifices,Sacrifices?
opportunities,There will be other opportunities.
mimi,Mimi!
shaving,I cut myself shaving.
politician,He's a politician.
caves,Get the women and children into the caves.
define,We define new priorities
occasions,Only on special occasions.
yankees,Yankees.
niggers,Niggers.
finch,Finch.
slippers,Slippers.
richards,Richards!
appreciation,I've been asked to give you this small token of our appreciation.
risked,We risked our lives.
approached,Who approached you?
playin,"Stop playin', ah"
loot,Bad guys who like to loot and plunder
gestapo,Gestapo.
geek,Geek.
heil,Heil Hitler.
boxer,Boxer.
wilderness,All our hopes now lie with two little Hobbits somewhere in the wilderness.
convent,A convent?
surrounding,They are now conducting an extensive search of the surrounding systems.
partial,Partial.
lively,Step lively.
blossom,Blossom of snow
egyptian,Egyptian.
summoned,"Strangers from distant lands, friends of old you've been summoned here to answer the threat of Mordor."
dinosaur,Everybody walk the dinosaur
enthusiasm,She shares my enthusiasm for justice.
juvenile,You ever been to juvenile hall?
rahul,Rahul!
lord's,I'll not have the Lord's name taken in vain in my prison.
suggestions,Any suggestions?
attempts,I try to show the schemers how pathetic their attempts to control things really are.
discreet,Discreet.
cripple,I'm a cripple.
gardener,The gardener.
kenneth,Kenneth.
starved,I'm starved.
madrid,Madrid.
alaska,Alaska.
matched,They matched.
facilities,My facilities are at your...
insects,Insects.
poop,Poop.
misfortune,That's your misfortune.
payments,Stop all payments.
headaches,Headaches?
poisonous,It's poisonous.
sane,Are you sane?
pajamas,Pajamas.
fracture,No fracture.
blasted,Blasted!
brigade,Call the fire brigade!
russ,Russ.
chorus,Chorus Singing
grady,Grady.
turkish,It's Turkish.
select,Select.
prank,Prank caller!
patient's,What's the patient's name?
abraham,Abraham Lincoln.
tactics,"I am skilled in the arts of war and military tactics, sire."
oo,Toodle-oo.
rupert,Rupert.
yin,Yin Yang Yo
strap,Strap in.
boiled,And two hard-boiled eggs.
resent,I resent that.
voting,Who are you voting for?
seoul,Seoul?
democratic,Dear citizens of the German Democratic Republic.
poured,"And into this Ring he poured his cruelty, his malice and his will to dominate all life."
butts,Butts.
mckay,McKay.
pasta,Pasta.
onboard,Onboard.
deepest,As clear as an azure sky of deepest summer.
banquet,"You're watching a stage play, a banquet is in progress."
mannix,Mannix.
cam,Cam.
yan,Yan.
geoffrey,Geoffrey!
patricia,Patricia.
shameless,Shameless!
shaved,You shaved.
reinforcements,Reinforcements.
vile,Vile.
garrison,Garrison.
sparrow,Sparrow.
yuck,Yuck!
vanish,Vanish.
jumps,He jumps.
erica,Erica.
teaches,"Yeah, it teaches you to lie."
pitiful,Pitiful.
preferred,I preferred you when you were just a common Mafia hood.
payroll,"He's definitely on Sollozzo's payroll, and for big money."
reform,And you've shown a genuine desire to reform.
magnum,Magnum.
adventures,"For his adventures, just be sure and stay tuned to this station."
stamps,Stamps.
lawsuit,A lawsuit?
hides,It hides beneath the Rose.
instructed,"All NS-5s, proceed as instructed."
felony,That's a felony.
betsy,Betsy.
languages,How many languages do you speak?
blankets,Blankets.
immune,I'm immune.
packs,You're into me for five packs already.
bourbon,Bourbon.
dismiss,Dismiss!
acquired,Target acquired.
arnie,Arnie!
compass,Compass.
shrine,A shrine?
petrol,Petrol.
capt,CAPT.
groceries,Groceries.
weasel,Weasel.
mining,A mining colony?
invent,I didn't invent it.
pablo,Pablo!
communists,Communists.
armstrong,Armstrong.
pets,Pets?
coroner,The coroner?
erased,Erased?
lori,Lori.
colby,Colby.
onion,Onion?
claws,"Sandy Claws, huh?"
ravi,Ravi!
hunted,I'm being hunted by an insane military commander.
lens,Look into the lens.
dimension,"A dimension not only of sight and sound, but of mind."
hips,It's all in the hips.
comments,Any comments?
priya,Priya!
showers,Hit the showers.
expects,It's exactly what he expects.
ko,Ko!
reactor,This whole station is basically a big fusion reactor.
gu,Gu Jun Pyo.
dragons,Dragons?
bollocks,Bollocks.
inheritance,Inheritance?
donny,Donny.
snatch,Don't snatch.
pamela,Pamela.
wormhole,Incoming wormhole.
devotion,Devotion.
whereas,"Whereas me, I'm pushing 3'7."
striking,The resemblance is striking.
numb,Numb.
conversations,I will miss our conversations.
heave,Heave!
amsterdam,Amsterdam.
horace,Horace!
sloan,Sloan.
chores,Chores?
classy,Classy.
noses,Took it right out from under our noses.
individuals,There are no individuals.
slower,Slower.
fabric,TAMATA.Fabric
inventory,Inventory.
narrator,Narrator: ...
generals,"If the generals back in Nha Trang could see what I saw, would they still want me to kill him?"
continent,"I doubt if anybody's talked to anybody on this entire continent, and you want me to reach somebody!"
sorted,Sorted.
arrows,Arrows!
kumar,Kumar.
blooded,I submit that this was not a hot-blooded crime of passion.
matching,Matching uniforms?
hen,"You stay quiet, old hen."
bates,Bates.
slit,Slit her throat!
pairs,Two pairs.
evacuation,Evacuation.
beeping,Beeping
airline,What airline?
frankenstein,Frankenstein!
zhang,Zhang Huike.
unemployed,I'm unemployed.
boost,Give me a boost.
frederick,Frederick.
monks,Monks.
garrett,Garrett.
runway,Clear the runway!
alongside,We are proud to fight alongside Men once more.
grapes,Grapes.
merci,Merci.
guarding,Why isn't anyone guarding my father?
commands,Alert all commands.
contents,You're not the contents of your wallet.
commence,Commence firing.
pneumonia,Pneumonia.
employed,Employed?
automatically,It shuts off automatically.
janitor,The janitor.
allowance,My allowance.
poo,Poo!
verify,Can anyone verify that?
bundle,Bundle up.
rookie,Rookie mistake.
bands,Rain bands.
dislike,I don't dislike you.
ernest,Ernest!
sittin,"You've been sittin' there, all serious and shit."
photography,Director of Photography
phenomenon,A phenomenon.
noted,Noted.
steering,Hands on the steering wheel!
neighbour,"Ample parking day or night People spouting, Howdy, neighbour"
wanda,Wanda!
absent,To absent friends.
conrad,Conrad.
nadia,Nadia!
dwarf,Nobody tosses a Dwarf.
crews,Crews.
operational,All systems are operational.
chatter,indistinct chatter
mushrooms,Mushrooms.
obtain,Man cannot obtain anything without first sacrificing something.
humiliation,Humiliation.
ness,Ness.
truce,Truce?
vessels,Merchant vessels run heavily armed.
banner,"And now, when David Banner grows angry or outraged, a startling metamorphosis occurs."
vinnie,Vinnie.
locking,Locking on.
intruder,Intruder alert.
mutant,âª Teenage Mutant Ninja Turtles
lam,Lam.
boyfriends,Boyfriends?
sanctuary,Sanctuary!
memo,Memo.
goals,I think we're gonna have to talk about how this might compromise our goals.
sailors,And the sailors!
grill,Beans don't burn on the grill
hawkins,Hawkins.
panicked,I panicked.
involvement,That is my entire involvement.
billions,Billions.
smelling,Andy crawled to freedom through 500 yards of shit-smelling foulness I can't even imagine.
lts,lts okay.
whatever's,"Whatever's happened, it's like I've landed on a different planet."
gibson,Gibson.
altered,Altered?
embarrassment,You're an embarrassment.
rehab,Rehab?
tu,"Et tu, Brute?"
clap,Clap!
republican,Republican.
facial,He might have some kind of facial disfigurement.
claw,The claw!
valentine,Valentine.
creates,God creates dinosaurs.
grandma's,Grandma's here.
container,A container facility?
admired,I've admired your nose riding for years.
kitten,Kitten?
kerry,Kerry.
tanner,Tanner.
plaza,The Plaza?
maude,Maude.
livin,How you livin'?
triangle,Triangle.
percy,Percy!
raju,Raju!
oooh,Oooh!
raft,A raft?
mourning,I'm in mourning.
cupboard,In the cupboard.
opposition,No opposition.
petition,Petition?
grove,Meet me at the grove.
celia,Celia.
vietnamese,The alleged victims were four Vietnamese double agents.
soaked,You're soaked.
cocksucker,Cocksucker.
ramon,Ramon.
guarded,Its Black Gates are guarded by more than just Orcs.
trials,Commencing human trials.
marijuana,Marijuana.
amelia,Amelia.
gulf,All around its margins lies the gulf.
ifyou,Ifyou say so.
grandchildren,Grandchildren?
nder,NdeR MnkÖÖ
sunk,We're sunk.
disk,Where's the disk?
retarded,Are you retarded?
ella,Ella.
darlin,"Come on, darlin'."
ghetto,The ghetto
presidential,"Right now, terrorists are plotting to assassinate a presidential candidate."
breeding,He's breeding an army in the caverns of Isengard.
hitch,Hitch.
ee,Whoo-ee!
screamed,Who screamed?
disturbance,There's no disturbance.
valve,Shut off the number two valve!
juicy,So juicy sweet
dialogue,No Audible Dialogue
speeding,Faster than a speeding bullet.
sissy,Sissy!
decades,Decades.
lent,Lent.
tong,Tong.
puff,Puff.
void,There is no life in the void.
prm,PrM!
limb,I'm gonna go out on a limb here.
vase,What vase?
killings,"Firstly, to assure the citizens of Gotham that everything that can be done over the Joker killings is being done."
semester,You mean the next semester before the harvest?
refusing,Are you refusing?
cardinal,Cardinal Richelieu.
daring,"There, with fellow JAG lawyer Major Sarah MacKenzie, he now fights in and out of the courtroom with the same daring and tenacity that made him a top gun in the air."
foreigner,A foreigner?
wrath,"Sauron's wrath will be terrible, his retribution swift."
gi,âª YU-GI-OH!
voyager,Chakotay to Voyager.
flock,Birds of a feather flock together.
door's,The door's open.
swift,"Sauron's wrath will be terrible, his retribution swift."
musicians,Musicians.
decency,Have you no decency?
ne,Rien ne va plus.
initiative,Initiative.
tenth,Tenth.
ahold,Get ahold of yourself.
lizard,Lizard.
pip,Pip!
swap,I'll swap you.
tailor,Tailor FUKUGAMI
ark,The Ark of the Covenant.
mumbai,Mumbai.
matrix,The Matrix?
shutting,Shutting up.
footprints,Footprints.
meteor,A meteor?
disappearing,It's disappearing!
dancers,"Specially prepared food, the best dancers, and good credit."
flashlight,Flashlight.
yield,Do you yield?
solitary,Solitary.
kara,Kara.
stressed,You're stressed.
haired,A golden-haired angel watches over him.
semi,Semi.
peacefully,Peacefully.
starship,These are the voyages of the Starship Enterprise.
coughing,Coughing
feng,Feng shui.
glance,"A glance from her, the whole city goes down."
interfering,Why are you interfering?
vulgar,Don't be vulgar.
comet,Comet!
karan,Karan!
pigeons,Pigeons.
invested,He got me invested in some kind of fruit company.
confuse,Don't confuse me.
nixon,Nixon.
siren,Siren Wailing
prophecy,What prophecy?
specially,"Specially prepared food, the best dancers, and good credit."
scope,Down scope.
lonesome,I'm lonesome.
donor,We've got a possible donor.
fantasies,Fantasies?
diseases,She had no diseases at all.
sweetest,"And love, life's sweetest reward."
streak,You got a mean streak.
cuff,Cuff him.
gifted,"And nine nine rings were gifted to the race of Men who, above all else, desire power."
dine,Shall we dine?
milady,Milady.
visa,Visa?
disrespect,No disrespect.
barge,Sorry to barge in.
whoops,Whoops.
coverage,I have full coverage.
metro,Metro?
apartments,"Melvin White, 1502 Randolph Apartments."
translation,Translation?
norton,Norton!
duchess,Duchess.
lifestyle,We are by-products of a lifestyle obsession.
tribute,We gave Paulie his tribute.
colt,Colt!
stripes,Stripes.
biscuits,Biscuits?
beacon,"A shining beacon in space, all alone in the night."
bidding,"What is thy bidding, my master?"
features,Features.
ignorance,Ignorance is bliss.
gutter,"Lying in the gutter,"
tackle,Tackle him!
borg,We are the Borg.
bomber,Bomber!
monitoring,"Squad 51, continue monitoring vitals and transport immediately."
marker,Marker.
rib,Rib spreader.
viv,Viv!
adoption,Adoption.
dc,"Washington, DC."
unload,Unload!
fuckers,Fuckers!
mechanism,It's a defense mechanism.
jenkins,Jenkins.
thakur,Thakur!
annoyed,Annoyed?
elementary,Elementary.
parks,Parks.
pies,"He's got his fingers in a lot of pies, from what I hear."
pratt,Pratt.
gavin,Gavin!
fuzzy,Fuzzy.
rental,It's a rental.
jock,Jock.
lan,Lan.
theresa,Theresa.
functions,We'd have to cut his higher brain functions without disturbing the purely automatic and regulatory systems.
cautious,Be cautious.
warmer,Warmer.
logs,Logs as well?
turf,This is our turf.
reign,Reign o'er me
thorn,Thorn.
popping,That's a popping sound that you're hearing.
steals,Then he steals a car.
forged,"She was Xena, a mighty princess forged in the heat of battle."
evidently,Evidently.
carlton,Carlton.
borders,These borders are well-protected.
restricted,This is a restricted area.
industries,Welcome to OSCORP Industries Unity Day Festival.
adding,Thought I was having trouble with my adding.
virtually,The other life is lived in computers where you go by the hacker alias Neo and are guilty of virtually every computer crime we have a law for.
artistic,Artistic.
waltz,Waltz
driveway,Sure make backing out of the driveway easier.
drawings,Do you make any money with your drawings?
mainland,We need to get back to the mainland.
rebuild,"Gentlemen, we can rebuild him."
jupiter,Jupiter.
magistrate,Magistrate!
definition,I need a clear definition.
recognition,Recognition.
chelsea,Chelsea.
burton,Burton.
bubba,Bubba.
licence,Licence and registration.
womb,"Blessed art thou among women and blessed is the fruit of thy womb, Jesus."
boards,I thought all the young guys like lighter boards.
stoned,Are you stoned?
beliefs,Do you have any religious beliefs?
snapped,I snapped.
engineers,Planet engineers.
undo,How can fire undo stone?
sponsor,And now a word from our sponsor.
cuffs,Take the cuffs off.
tuned,Stay tuned.
refuge,We make for the refuge of Helm's Deep.
override,Override.
females,Females.
strangle,I'll strangle you!
vent,Who gets to go into the vent?
sewing,Sewing.
skating,Skating.
cracks,whip cracks
sect,Sect leader
seasons,Seasons of love
beck,Beck.
nay,Nay.
yummy,Yummy.
crosses,Together we'll scare the spit out of anybody that crosses us.
weaver,Dr. Weaver.
improvement,It's an improvement.
negotiations,I must apologize for leaving Gotham in the middle of our negotiations.
supported,I supported you.
challenged,But now that rule is being challenged by Lord Cutler Beckett.
otis,Otis!
ng,ng.
announcer,ANNOUNCER: starring James Arness as Matt Dillon.
sasha,Sasha!
phew,Phew!
chilly,It's chilly.
skiing,Skiing?
prettiest,That's the prettiest.
gravy,Gravy.
elderly,Elderly chap.
successfully,I have successfully made contact with the prime minister of Kamino.
carolina,Carolina.
chalk,Chalk.
riddle,It's a riddle.
whistling,Whistling
retrieve,Retrieve it.
hometown,Hometown?
mum's,Mum's the word.
installed,I see they've installed your heart plug already.
flights,"Flights, trains, police reports."
balloons,Balloons.
chauffeur,The chauffeur?
cutter,Cutter!
addresses,Cross-reference the addresses.
karma,Karma.
secondary,Secondary protocol.
astronaut,Astronaut.
postcard,I'll send you a postcard.
choo,Ah-choo!
fishy,Something's fishy.
mt,Mt.
mute,Mute?
pow,Pow!
bliss,Bliss.
mist,We will take you on safe paths through the mist.
hamlet,Hamlet.
protein,Protein.
awards,And good luck at the Bad Timing Awards.
crank,Crank!
marble,Marble.
roberto,Roberto.
establishment,It's a quality establishment.
dorm,Take good care of Dormé.
simmons,Simmons!
advisor,"Yes, Advisor."
insists,He insists.
fireplace,The fireplace.
fatty,Fatty!
dum,Dum!
caliber,What caliber?
sidewalk,Get on the sidewalk!
moaning,Moaning
cloak,Cloak.
sushi,Sushi?
stalking,Are you stalking me?
apparent,The cause of death is an apparent suicide.
fang,Fang!
bong,Bong!
plumber,Plumber.
,Nan.
resolved,Resolved.
jethro,Jethro.
tequila,Tequila.
pyle,Pyle!
intern,I'm an intern.
school's,School's out.
des,Des!
edwards,Edwards.
beta,Beta!
christians,Christians.
contribution,Real contribution to human history.
discharged,Discharged?
shaolin,It is said a Shaolin priest can walk through walls.
mysteries,Department of Mysteries.
info,Thanks for the info.
tate,Tate!
nightclub,A nightclub?
microphone,You've turned every cell phone in Gotham into a microphone.
jerks,Jerks.
monastery,Monastery?
lorraine,Lorraine.
cowboys,Cowboys.
basil,Basil!
observed,Key members of Parliament have personally observed this subject.
discretion,Discretion.
theyre,Theyre here.
racist,That's racist.
trainer,His trainer?
lyle,Lyle.
malone,Malone.
automobile,Automobile accident.
caller,Next caller.
brute,You brute!
violated,I feel violated.
nevada,Nevada.
unacceptable,Unacceptable.
addressed,It's addressed to you.
boogie,Jungle boogie
idle,I must be idle.
tempted,I'm tempted.
blouse,Nice blouse.
hazel,Hazel.
lucille,Lucille!
portion,Care to read the highlighted portion?
awaiting,Awaiting instructions.
regularly,Regularly.
claiming,Now you got the entire R D Department burning through cash claiming it's related to cell phones for the Army?
detailed,Very detailed.
sanders,Sanders.
ops,Ops.
webster,Webster.
flank,All ahead flank.
proving,The end is proving difficult.
heidi,Heidi!
verse,There should be a verse about them.
danielle,Danielle.
cafeteria,Cafeteria.
bugging,What's bugging you?
parallel,What if you found a portal to a parallel universe?
cuban,Cuban.
overwhelming,It's overwhelming.
eliminated,Eliminated.
stunning,Stunning.
olympic,Olympic.
gail,Gail.
shortcut,I know a shortcut.
kiddin,Are you kiddin'?
detector,We put it through the cellular hygiene detector.
seized,I seized it.
insect,But my mother looked at him like an insect.
lifting,Lifting.
gambler,I'm a gambler.
fucks,You fucks!
employer,Who is your employer?
hannibal,Hannibal!
tripped,I tripped.
meds,Meds?
angelo,Angelo.
warner,Captioning sponsored by WARNER BROS.
cohen,Cohen.
tutor,Tutor?
hup,Hup!
mommy's,Mommy's here.
slippery,It's slippery.
playground,Giants in the playground.
weary,Go now and rest for you are weary with sorrow and much toil.
skeleton,A skeleton.
underworld,"But... there is, unseen by most, an underworld."
voiceover,Voiceover Yeah.
casting,Casting.
trusts,He trusts me.
chimney,Chimney.
turtles,Turtles!
ticking,The clock is ticking.
authentic,It's authentic.
shines,"And when the sun shines, it will shine out the clearer."
stitch,Stitch!
culprit,"The culprit has been identified, I presume?"
trim,Just a trim?
denying,There's no denying that.
involving,"Dancing, a series of movements involving two partners where speed and rhythm match harmoniously with music."
humming,Humming
stitches,Stitches?
labs,Labs are back.
cadillac,Cadillac.
choking,You're choking me!
harley,Harley.
seduce,Are you trying to seduce me?
introduction,I'll do the introduction.
freshman,Freshman.
dom,Dom.
infantry,"0300, Infantry."
branches,"Its branches are dry, its trunk old and twisted."
lilly,Lilly.
sawyer,Sawyer.
gilligan,Gilligan!
interviewed,I interviewed everyone.
scooby,Scooby-Dooby-Doo!
refugees,Refugees.
antoine,Antoine!
maestro,Maestro!
symbols,Those analysis droids only focus on symbols.
kilos,Two kilos.
condom,Do you have a condom?
grams,Grams?
rapidly,Very rapidly.
lyrics,Lyrics.
sensor,Screen says faulty sensor.
kitt,KITT?
ketchup,Ketchup.
yesterday's,Yesterday's rules are simply loose today
ruling,That's my ruling.
salon,Salon.
gasping,Gasping
beckett,Beckett.
fruits,Any fruits or vegetables?
reflect,Mammoth Nishi Should Reflect Upon His Actions!
gangs,"Syd could get it a lot cheaper from the gangs, but Syd likes to deal with Jasper."
gaze,"His gaze pierces cloud, shadow, earth and flesh."
challenging,Are you challenging me?
freaky,Freaky.
inherit,"Blessed are the meek, for they shall inherit the earth."
expand,We gotta expand.
batch,This is the last batch.
pupils,Pupils fixed and dilated.
peas,Peas.
pinned,And he's the one they pinned it on.
couid,I wish I couId.
enters,Who enters my domain?
ax,And my ax.
torment,We will not abandon Merry and Pippin to torment and death.
lang,For auld lang syne
rockets,The finest rockets ever seen
hotter,It's getting hotter.
sinner,Sinner!
nasa,It looks good at NASA One.
cereal,Cereal.
flare,It's just a flare.
ignoring,I'm ignoring you.
involves,"Hey, it fucking involves lying and I'm pretty fucking good at that."
crippled,I'm crippled.
bonjour,Bonjour.
giants,Giants!
darryl,Darryl.
edna,Edna.
kite,Let's go fly a kite
francine,Francine!
usa,USA!
italians,Italians.
maureen,Maureen.
representing,With three lines across it representing the three levels of the universe.
currency,Currency.
rehearse,Let's rehearse.
goody,"Oh, goody."
disabled,Probably disabled.
davey,Davey!
client's,I'm just assuming your client's cooperation with this investigation.
dinosaurs,Dinosaurs.
orphans,Orphans.
static,Static
caviar,Caviar?
nat,Nat.
convenience,"You'd rather die here, on your knees, in the back of a convenience store?"
ohhh,Ohhh!
belts,Fasten your seat belts.
month's,This month's?
heartless,You're heartless.
hound,You ain't nothin' but a hound dog
grim,The Grim Reaper.
masterpiece,It's a masterpiece.
priceless,Priceless.
singapore,Singapore.
yong,Yong!
philippe,Philippe!
quentin,Quentin.
frank's,Frank's here.
duh,Duh.
scram,Scram!
complained,Complained about it all the time.
elaborate,Elaborate.
quadrant,"Get the second quadrant, please."
pause,Pause.
conditioning,Conditioning.
revolver,"A revolver holds six bullets, not eight."
hardy,Hardy.
carved,"After a few weeks, he was carved out of wood."
benton,Dr. Benton?
missions,Then who's planning the missions now?
show's,Show's over.
melted,Looks melted.
motto,That's my motto.
lining,Every cloud has a silver lining.
attended,I attended a lecture of hers once.
shipped,Have you shipped a million of those?
curve,I'm just ahead of the curve.
psychotic,He's psychotic.
powell,Powell?
exceptional,Exceptional.
harry's,Harry's dead.
traded,I traded it.
repaired,Can it be repaired?
exquisite,Exquisite.
workshop,"Be at the Schultz workshop tomorrow, four o'clock."
terrorism,Terrorism.
artery,"It's the femoral artery, but I can't see it."
understandable,That's understandable.
objections,Any objections?
ripley,Ripley!
troubling,What's troubling you?
blend,Blend in.
unreasonable,You're being unreasonable.
tarzan,Tarzan!
splitting,I'm splitting.
trudy,Trudy.
audio,Audio only.
ethics,Ethics.
judged,"And I saw the dead, the great and the small and they were judged according to their deeds."
thankyou,Thankyou.
crops,They do not come to destroy Rohan's crops or villages.
seizure,He's having a seizure.
unidentified,Unidentified?
amounts,It amounts to the same thing.
ying,Ying!
bacteria,Bacteria.
greeting,Greeting.
fury,Hell hath no fury like a woman scorned.
splash,splash
iife,You saved my Iife.
sonic,Sonic!
whales,Whales.
head's,My head's spinning.
sabrina,Sabrina.
snuck,I snuck out.
exile,He has chosen exile.
errand,We are bound to an errand of secrecy.
supposing,Supposing...
treasures,Do not burden yourself with treasures.
surviving,Surviving.
aiming,We are Fighting Dreamers aiming high
slaughtered,We slaughtered them during the night.
lorenzo,Lorenzo!
cassie,Cassie.
ricardo,Ricardo.
notified,Have you notified the police?
chops,Pork chops.
shakes,The ground shakes.
vanity,Vanity.
chaps,"Private night tonight, chaps."
game's,Game's over.
harassment,This is harassment.
lime,Lime.
quack,Quack!
tribal,Tribal Council.
overheard,I overheard.
settling,Settling.
debris,We got debris!
bash,Bash her in!
sites,We got separate landing sites for each team.
dinner's,Dinner's ready.
pennsylvania,Pennsylvania.
midst,"In the midst of life, we are in death."
videos,Videos.
richest,Richest man in the world.
ruthie,Ruthie?
sly,You sly dog.
wager,A wager?
biology,Biology.
murdock,Murdock?
pooja,Pooja!
punks,Punks.
weddings,I love weddings.
pike,Pike.
feeds,Where are the feeds?
arena,This is not the grand arena.
pumping,Keep pumping.
humour,Humour me.
devon,Devon.
vague,It's vague.
relay,You'd need satellites to relay that signal in order to reach each ship.
cora,Cora.
thas,Thas right.
skinner,Skinner.
snacks,Snacks.
ri,A Ri Young.
depths,It was you who sent Bootstrap to the depths!
professionals,We're professionals.
steele,Steele.
michigan,Michigan.
hum,Hum.
courthouse,We got ourselves a new courthouse.
eldest,Eldest brother
infirmary,Take that tub of shit down to the infirmary.
males,"Suspects are two black males, approximately 20 years of age."
bind,Bind their hands.
mercury,Mercury.
scooter,Scooter!
mamma,Mamma!
rates,I'm here to negotiate the rates.
providing,We're providing a valuable community service.
quiz,Pop quiz.
savior,My savior.
courtney,Courtney.
spicy,Spicy.
slavery,Slavery.
sophia,Sophia.
sage,Sage.
sun's,The sun's coming up.
declaration,The Declaration of Independence.
fascist,Fascist!
quarantine,Quarantine.
airborne,Airborne.
sponge,Sponge.
coup,A coup?
weekly,The weekly newsmagazine.
stool,He puts thumbtacks on my stool.
dracula,Dracula.
clone,Shadow Clone Jutsu!
frogs,Frogs?
wei,Wei!
posters,The police keep using that old photo of you in the posters.
circuits,All circuits are busy.
polo,Polo.
hottest,Only in the hottest years this happens.
convoy,This is Claire Redfield's convoy.
dim,Dim the lights.
spooky,Spooky.
crackers,Crackers.
candidates,We looked at all possible candidates.
website,"Well, he's logged into our secure website using your name and password."
muffin,Muffin?
managing,I'm managing.
heating,The sublime passion is heating up
flatter,Don't flatter yourself.
accusations,Accusations against your Archbishop.
giles,Giles!
summers,Summers.
glimpse,This love gives you a glimpse of heaven.
flipped,He's flipped.
sensational,Sensational.
parish,"Firstly, that it is the duty of a clergyman to set the example of matrimony in his parish."
elliott,Elliott.
zombie,Zombie.
unbearable,It's unbearable.
predicted,It is as the Lord Denethor predicted.
treasury,Treasury Department.
puppies,Puppies.
queen's,And draw out the queen's attacker.
radius,They're all converging in a five-block radius.
imaginary,Imaginary.
suckers,Suckers.
preparations,Make the preparations.
cracker,Cracker.
ty,Ty.
town's,The whole town's talking about it.
urban,It's an urban legend.
rigged,"Captain, we got a hundred barrels down there rigged to blow."
referred,Who referred you?
boulevard,Made a right on Venice Boulevard.
hyde,Hyde.
judgement,It affects your judgement.
preparation,Preparation.
richer,"For richer, for poorer."
courageous,"Frodo was really courageous, wasn't he, Dad?"
bankrupt,Bankrupt.
skipped,He skipped over that minute to instantly arrive at this moment in time.
sweaty,You're all sweaty.
dominic,Dominic!
flows,The same blood flows in my veins.
wool,Wool.
bulls,"Point, Cock and Bulls."
crib,Nice crib.
regain,He should regain his strength in a very short time.
countless,The scenery instantly becomes countless lines
bypass,"Hudson, run a bypass."
secrecy,Why all the secrecy?
stored,"DISPATCHER ON RADIO: 51, informant reports toxic chemicals are stored in a tanker."
marissa,Marissa.
privately,Privately.
gradually,Gradually.
designs,I will take the designs with me to Coruscant.
resigned,I resigned.
accounting,Accounting.
dumping,You're dumping me?
carrot,Carrot?
honors,Do the honors.
thugs,We're not intimidated by thugs.
rubbing,Stop rubbing it.
tickle,"Tickle, tickle, tickle."
vegetarian,I'm a vegetarian.
buckle,Buckle up.
filing,I'm filing a complaint.
inconvenience,Sorry for the inconvenience.
assaulted,He assaulted me.
marcel,Marcel!
marquis,Marquis!
crooks,As Roger Ramjet and his men Get all the crooks they're after.
transform,Transform!
hating,Don't be hating.
forgets,He forgets himself with his people.
represented,"In the criminal justice system the people are represented by two separate yet equally important groups, the police who investigate crime and the district attorneys who prosecute the offenders."
damien,Damien.
spa,Spa.
liam,Liam!
briggs,Briggs.
puerto,Puerto Rico?
rosemary,Rosemary.
rollin,"Rollin', rollin', rollin'"
profound,Very profound.
suited,Unless your people get off their encounter-suited butts and do something...
reader,I'm not a mind reader.
dex,Dex.
fright,You gave me a fright.
caleb,Caleb.
decade,"We choose to go to the moon in this decade and do the other things, not because they are easy, but because they are hard."
cherish,Cherish it.
misunderstand,Don't misunderstand me.
poles,Poles.
affects,It affects us all.
sneaky,Sneaky.
isabelle,Isabelle.
classical,Classical
aww,Aww.
byron,Byron.
boyd,Boyd.
esteem,Yoda holds you in such high esteem.
donate,"Sir, if any of my circuits or gears will help, I'll gladly donate them."
extended,I'm taking an extended leave of absence.
shaken,"Shaken, not stirred."
where're,Where're you going?
wilbur,Wilbur.
toothbrush,Toothbrush.
cheng,Cheng.
donnie,Donnie!
miriam,Miriam.
amusement,The amusement park?
teller,He gives the phone to a teller.
